ID,CAUSA,VICTIMA,TIPO_VEHICULO_VICTIMA,MARCA_VEHICULO_VICTIMA,MODELO_VEHICULO_VICTIMA,COLECTIVO_VICTIMA,INTERNO_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,SRIO_NRO,repetido
246,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,46,5788,
247,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,28,5501,
248,LESIONES,CONDUCTOR,MOTO,HONDA,BROSS,,,Masculino,33,3027,
249,LESIONES,CONDUCTOR,MOTO,BAJAJ ROUSER,135 CC,,,Masculino,27,3030,
250,LESIONES,CONDUCTOR,AUTO PARTICULAR,TOYOTA,CARINA,,,Masculino,29,2349,
251,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,VOLKSWAGEN,VOYAGE,,,Masculino,28,1618,
252,LESIONES,CONDUCTOR,MOTO,HONDA,INVICTA,,,Masculino,21,4158,
253,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,34,2640,
254,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,YAMAHA,FZ 16,,,Femenino,27,243,
255,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,27,5510,
256,LESIONES,CONDUCTOR,MOTO,HONDA,TORNADO,,,Masculino,18,5512,
257,LESIONES,CONDUCTOR,MOTO,CERRO,110,,,Masculino,27,5012,
258,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,29,2281,
259,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,11,,,Masculino,38,3018,
260,LESIONES,CONDUCTOR,MOTO,HONDA,150,,,Masculino,39,4426,
261,LESIONES,CONDUCTOR,MOTO,HONDA,INVICTA,,,Masculino,19,4687,
262,LESIONES,CONDUCTOR,AUTO PARTICULAR,TOYOTA,HILUX,,,Masculino,34,3341,
263,LESIONES,CONDUCTOR,MOTO,HONDA,TORNADO,,,Masculino,29,7397,
264,LESIONES,PEATON,PEATON,,,,,Masculino,18,4518,
265,LESIONES,CONDUCTOR,MOTO,CERRO PRINCE,NO HAY DATOS,,,Masculino,32,3514,
266,LESIONES,PEATON,SIN DATOS,,,,,Femenino,7,2705,
266,LESIONES,PEATON,SIN DATOS,,,,,Femenino,9,2705,
267,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,25,2862,
268,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,31,3631,
269,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,80,1961,
270,LESIONES,PEATON,PEATON,,,,,Masculino,15,5978,
271,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,36,4371,
272,LESIONES,CONDUCTOR,MOTO,YAMAHA,IBR 125,,,Masculino,36,4287,
273,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,UP,,,Masculino,60,3337,
274,LESIONES,CONDUCTOR,MOTO,YAMAHA,XTZ 250,,,Masculino,35,4430,
275,LESIONES,CICLISTA,SIN DATOS,,,,,Masculino,39,939,
276,LESIONES,CONDUCTOR,MOTO,ZANELLA,ZB110,,,Masculino,26,2910,
276,LESIONES,NO HAY DATOS,SIN DATOS,,,,,No hay datos,999,2910,
277,LESIONES,PEATON,PEATON,,,,,Masculino,49,4585,
278,LESIONES,CONDUCTOR,MOTO,CERRO,110,,,Masculino,43,5585,
279,LESIONES,PEATON,PEATON,,,,,Masculino,34,5586,
280,LESIONES,CICLISTA,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,44,7412,
281,LESIONES,CONDUCTOR,MOTO,MOTOMEL,125 CC,,,Femenino,34,4055,
282,LESIONES,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Femenino,25,4398,
283,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,82,4382,
284,LESIONES,CICLISTA,SIN DATOS,,,,,Femenino,30,3325,
285,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,36,3704,
286,LESIONES,CONDUCTOR,BICICLETA,MONOCHROME,LORETTA,,,Femenino,29,4645,
287,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Masculino,5,6341,
288,LESIONES,PEATON,PEATON,,,,,Masculino,65,7406,
289,LESIONES,PEATON,PEATON,,,,,Masculino,26,4484,
290,LESIONES,CONDUCTOR,MOTO,LUCKY LION,NO HAY DATOS,,,Femenino,48,6337,
291,LESIONES,CONDUCTOR,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,FORD,FOCUS,,,Femenino,30,4653,
292,LESIONES,PEATON,PEATON,,,,,Masculino,30,5975,
293,LESIONES,PEATON,SIN DATOS,,,,,Femenino,27,3694,
294,LESIONES,PEATON,PEATON,,,,,Masculino,49,7392,
295,LESIONES,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Masculino,35,3186,
296,LESIONES,CONDUCTOR,MOTO,BAJAJ,ROUSER,,,Masculino,25,3644,
297,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Masculino,84,3638,
298,LESIONES,CONDUCTOR,MOTO,HONDA,125,,,Masculino,38,5736,
299,LESIONES,PEATON,SIN DATOS,,,,,Masculino,35,4527,
300,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,ZANELLA,XR,,,Masculino,1,1956,
300,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,ZANELLA,XR,,,Femenino,20,1956,
301,LESIONES,PEATON,PEATON,,,,,Femenino,37,6057,
302,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,TRAFFIC,,,Masculino,22,3326,
302,LESIONES,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,208,,,Femenino,35,3326,
303,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,YAMAHA,FZ 16,,,Femenino,53,2,
303,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,YAMAHA,FZ 16,,,Femenino,53,2,1
304,LESIONES,PEATON,PEATON,,,,,Femenino,39,11,
305,LESIONES,PEATON,PEATON,,,,,Femenino,24,19,
306,LESIONES,CONDUCTOR,MOTO,SUZUKI,GN 125,,,Masculino,34,2,
307,LESIONES,CONDUCTOR,MOTO,MOTOMEL,NO HAY DATOS,,,Masculino,27,6,
307,LESIONES,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Masculino,24,6,
307,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,GILERA,NO HAY DATOS,,,Femenino,23,6,
308,LESIONES,CONDUCTOR,MOTO,HONDA,150,,,Masculino,28,10,
309,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,33,24,
310,LESIONES,CONDUCTOR,MOTO,ZANELLA,HJ 125,,,Masculino,37,5,
311,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,46,15,
312,LESIONES,PEATON,PEATON,,,,,Femenino,56,18,
313,LESIONES,CONDUCTOR,CAMION,MERCEDES BENZ,608,,,Masculino,33,4,
313,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FORD,ECO SPORT,,,Masculino,56,4,
314,LESIONES,PEATON,PEATON,,,,,Femenino,54,7,
315,LESIONES,CONDUCTOR,MOTO,GILERA,VC 150,,,Masculino,24,4,
316,LESIONES,PEATON,PEATON,,,,,Masculino,6,10,
317,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,MOTOMEL,110,,,Masculino,19,23,
317,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,MOTOMEL,110,,,Masculino,20,23,
318,LESIONES,CONDUCTOR,MOTO,HONDA,POP 100,,,Masculino,29,251,
319,LESIONES,PEATON,PEATON,,,,,Femenino,78,322,
319,LESIONES,PEATON,PEATON,,,,,Femenino,78,322,1
320,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,52,368,
320,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,52,368,1
321,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO (no se especifica si es particular o de alquiler),RENAULT,TRAFFIC,,,Masculino,16,566,
322,LESIONES,PEATON,PEATON,,,,,Femenino,38,436,
323,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Masculino,21,426,
324,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,VOLKSWAGEN,GOL TREND,,,Masculino,22,344,
325,LESIONES,CONDUCTOR,MOTO,SUZUKI,125,,,Masculino,22,383,
326,LESIONES,CONDUCTOR,MOTO,LUCKY LION,COOL 2,,,Masculino,34,239,
327,LESIONES,PEATON,PEATON,,,,,Masculino,27,315,
327,LESIONES,PEATON,PEATON,,,,,Masculino,27,315,1
328,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Femenino,74,225,
329,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,33,551,
330,LESIONES,CONDUCTOR,TAXI/REMIS,SIN DATOS,NO HAY DATOS,,,Masculino,999,445,
331,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,24,285,
332,LESIONES,CONDUCTOR,MOTO,HONDA,BIZ,,,Femenino,33,230,
333,LESIONES,PEATON,PEATON,,,,,Masculino,24,488,
334,LESIONES,PEATON,PEATON,,,,,Masculino,23,487,
335,LESIONES,CONDUCTOR,BICICLETA,OLMO,MONTAIN BIKE,,,Masculino,27,315,
336,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,RENAULT,SANDERO,,,Femenino,34,427,
337,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,64,448,
337,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,64,448,1
338,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Femenino,22,351,
339,LESIONES,PEATON,PEATON,,,,,Masculino,86,353,
340,LESIONES,PEATON,PEATON,,,,,Femenino,31,249,
340,LESIONES,PEATON,PEATON,,,,,Femenino,58,249,
341,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),PEUGEOT,3070,,,Masculino,58,73,
342,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,52,703,
343,LESIONES,PEATON,PEATON,,,,,Masculino,35,879,
344,LESIONES,PEATON,PEATON,,,,,Masculino,36,524,
344,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Masculino,82,524,
345,LESIONES,CONDUCTOR,MOTO,HONDA,NO HAY DATOS,,,Masculino,35,681,
346,LESIONES,CONDUCTOR,MOTO,SUZUKI,NO HAY DATOS,,,Masculino,26,690,
347,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,31,642,
348,LESIONES,CONDUCTOR,MOTO,SKUA,250,,,Masculino,22,829,
349,LESIONES,PEATON,PEATON,,,,,Masculino,17,513,
350,LESIONES,CONDUCTOR,MOTO,DODGE,600,,,Masculino,65,1089,
351,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Femenino,35,1313,
352,LESIONES,PEATON,PEATON,,,,,Femenino,18,589,
353,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Femenino,16,804,
354,LESIONES,PEATON,PEATON,,,,,Femenino,35,354,
355,LESIONES,PEATON,PEATON,,,,,Femenino,25,831,
356,LESIONES,CONDUCTOR,MOTO,YAMAHA,125,,,Femenino,45,478,
357,LESIONES,PEATON,PEATON,,,,,Masculino,42,991,
358,LESIONES,CONDUCTOR,MOTO,MONDIAL,110,,,Masculino,30,1095,
359,LESIONES,PEATON,PEATON,,,,,Masculino,9,723,
360,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,33,1073,
361,LESIONES,CICLISTA,BICICLETA,SIN DATOS,MONTAIN BIKE,,,Femenino,33,390,
362,LESIONES,PEATON,PEATON,,,,,Femenino,68,845,
363,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,33,1708,
364,LESIONES,CONDUCTOR,MOTO,SIN DATOS,NO HAY DATOS,,,Femenino,21,572,
365,LESIONES,CONDUCTOR,MOTO,DODGE,600,,,Masculino,65,1709,
366,LESIONES,CONDUCTOR,MOTO,MOTOMEL,150,,,Masculino,28,787,
366,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,FOX,,,Femenino,49,791,
367,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,GOL COUNTRY,,,Masculino,31,1560,
368,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,42,695,
369,LESIONES,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,30,711,
370,LESIONES,PEATON,PEATON,,,,,Femenino,41,1089,
371,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,ORION,,,Masculino,18,1134,
372,LESIONES,PEATON,PEATON,,,,,Masculino,69,1538,
373,LESIONES,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Masculino,60,762,
374,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO (no se especifica si es particular o de alquiler),CHEVROLET,CORSA,,,Femenino,30,615,
375,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,MEGANE,,,Masculino,22,1234,
376,LESIONES,CONDUCTOR,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,28,457,
377,LESIONES,CONDUCTOR,MOTO,YAMAHA,Y 125,,,Masculino,21,868,
378,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,53,1253,
379,LESIONES,CONDUCTOR,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,21,558,
380,LESIONES,CONDUCTOR,MOTO,YAMAHA,YZF R6 600,,,Masculino,30,936,
381,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Masculino,40,1860,
382,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Femenino,73,1244,
383,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Masculino,16,929,
384,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,VECTRA,,,Masculino,36,2686,
385,LESIONES,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Masculino,22,1050,
386,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),PEUGEOT,505,,,Femenino,26,821,
387,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,CHEVROLET,MERIVA,,,Masculino,65,1772,
388,LESIONES,PEATON,PEATON,,,,,Masculino,50,2413,
389,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,YAMAHA,FZ,,,Femenino,35,1205,
389,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,YAMAHA,FZ,,,Femenino,35,1205,1
390,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,33,1024,
391,LESIONES,PEATON,PEATON,,,,,Masculino,64,783,
392,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HONDA,XR,,,Femenino,43,782,
393,LESIONES,CONDUCTOR,MOTO,HONDA,WAVE,,,Masculino,47,1317,
394,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,51,1770,
395,LESIONES,CONDUCTOR,OTROS,,,,,Masculino,30,2513,
396,LESIONES,PEATON,PEATON,,,,,Femenino,56,930,
396,LESIONES,PEATON,PEATON,,,,,Femenino,54,930,
396,LESIONES,PEATON,PEATON,,,,,Femenino,56,930,1
396,LESIONES,PEATON,PEATON,,,,,Femenino,54,930,1
397,LESIONES,CONDUCTOR,AUTO PFA / MOVIL / GENDARMERIA / METROPOLITANA / MOTO MOVIL,FORD,NO HAY DATOS,,,Masculino,25,1947,
398,LESIONES,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Femenino,14,1255,
399,LESIONES,PEATON,PEATON,,,,,Femenino,21,2081,
400,LESIONES,PEATON,PEATON,,,,,Masculino,3,1295,
401,LESIONES,CONDUCTOR,MOTO,ZANELLA,150,,,Masculino,21,1603,
402,LESIONES,PEATON,PEATON,,,,,Masculino,94,1628,
403,LESIONES,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,26,1185,
404,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Femenino,26,945,
405,LESIONES,PEATON,PEATON,,,,,Masculino,42,2273,
406,LESIONES,PEATON,PEATON,,,,,Masculino,15,2106,
407,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,RENAULT,MASTER,,,Femenino,8,1198,
408,LESIONES,PEATON,PEATON,,,,,Masculino,10,2722,
409,LESIONES,CONDUCTOR,MOTO,YAMAHA,XTZ 250,,,Masculino,36,1274,
410,LESIONES,PEATON,PEATON,,,,,Masculino,14,2985,
411,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,RENAULT,MASTER,,,Femenino,8,1198,
412,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,RENAULT,MASTER,,,Femenino,8,1198,
413,LESIONES,CONDUCTOR,MOTO,YAMAHA,FZ 26,,,Masculino,63,1610,
414,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,24,2835,
415,LESIONES,PEATON,PEATON,,,,,Masculino,999,1664,
416,LESIONES,PEATON,PEATON,,,,,Femenino,60,2836,
417,LESIONES,CONDUCTOR,MOTO,YAMAHA,125,,,Masculino,33,1679,
418,LESIONES,CONDUCTOR,MOTO,MOTOMEL,200 CC,,,Masculino,21,1674,
419,LESIONES,PEATON,PEATON,,,,,Femenino,7,2162,
420,LESIONES,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),PEUGEOT,207,,,Femenino,28,2667,
421,LESIONES,CONDUCTOR,MOTO,DODGE,600,,,Masculino,65,2849,
422,LESIONES,PEATON,PEATON,,,,,Masculino,38,1960,
423,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,FALCON,,,Femenino,64,2851,
424,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,ORION,,,Masculino,45,1833,
425,LESIONES,PEATON,PEATON,,,,,Masculino,36,2999,
426,LESIONES,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Masculino,28,1648,
427,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,19,,,Masculino,25,2978,
428,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,21,1603,
429,LESIONES,PEATON,PEATON,,,,,Femenino,26,1913,
430,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,33,2845,
431,LESIONES,PASAJERO/ ACOMPA�ANTE + PEATON,TRANSPORTE PUBLICO,,,LINEA 152,INT 55,Masculino,35,2625,
431,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 152,INT 55,Femenino,27,2625,
431,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 152,INT 55,Femenino,71,2625,
432,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,25,2372,
433,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,FOX,,,Masculino,29,3112,
434,LESIONES,PEATON,PEATON,,,,,Masculino,35,2370,
435,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 166,NO HAY DATOS,Masculino,29,2361,
435,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 166,NO HAY DATOS,Masculino,29,2361,1
436,LESIONES,CONDUCTOR,MOTO,BETAMOTOR,VS 110,,,Masculino,18,1992,
437,LESIONES,CONDUCTOR,MOTO,SUZUKI,SCOOTER,,,Masculino,32,1589,
438,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,CHEVROLET,MERIVA,,,Femenino,41,4049,
439,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,18,1962,
440,LESIONES,CONDUCTOR,MOTO,YAMAHA,125,,,Masculino,28,3100,
441,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,36,1173,
442,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,27,2609,
443,LESIONES,PEATON,PEATON,,,,,Masculino,59,1887,
444,LESIONES,CONDUCTOR,MOTO,ZANELLA,ZB110,,,Masculino,19,1915,
444,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,ZANELLA,ZB110,,,Femenino,16,1915,
444,LESIONES,CONDUCTOR,MOTO,BMW,77,,,Masculino,60,1916,
445,LESIONES,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,28,1522,
446,LESIONES,CICLISTA,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,25,3305,
447,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Masculino,1,2545,
448,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,45,1525,
448,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,25,1525,
448,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,19,1525,
448,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,45,1525,1
448,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,25,1525,1
448,LESIONES,PASAJERO/ACOMPA�ANTE,SIN DATOS,,,,,Femenino,19,1525,1
449,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Femenino,38,1448,
450,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,SUZUKI,GN 125H,,,Masculino,39,1524,
450,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,VOLKSWAGEN,UP,,,Femenino,37,1524,
451,LESIONES,CONDUCTOR,MOTO,DODGE,600,,,Masculino,65,3373,
452,LESIONES,CONDUCTOR,SIN DATOS,,,,,Masculino,28,1115,
453,LESIONES,CONDUCTOR,MOTO,YAMAHA,125,,,Masculino,23,3115,
454,LESIONES,CONDUCTOR,MOTO,HONDA,XR,,,Masculino,54,1891,
455,LESIONES,PEATON,PEATON,,,,,Femenino,44,1988,
456,LESIONES,CONDUCTOR,MOTO,HONDA,WAVE,,,Masculino,22,3301,
457,LESIONES,PEATON,PEATON,,,,,Masculino,50,2617,
458,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,26,3916,
459,LESIONES,CONDUCTOR,MOTO,ZANELLA,110,,,Masculino,45,2904,
460,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FIAT,SIENA,,,Femenino,5,1263,
460,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,FIAT,SIENA,,,Femenino,5,1263,1
461,LESIONES,PEATON,PEATON,,,,,Femenino,30,2478,
462,LESIONES,PEATON,SIN DATOS,,,,,Femenino,4,2878,
463,LESIONES,PASAJERO/ACOMPA�ANTE,TAXI/REMIS,VOLKSWAGEN,VOYAGE,,,Masculino,63,1435,
464,LESIONES,CONDUCTOR,MOTO,GILERA,110,,,Masculino,36,2143,
465,LESIONES,CONDUCTOR,MOTO,CORVEN,NO HAY DATOS,,,Masculino,21,4627,
466,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 98,NO HAY DATOS,Masculino,1,2069,
466,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,LINEA 98,NO HAY DATOS,Masculino,1,2069,1
467,LESIONES,PEATON,PEATON,,,,,Masculino,84,1830,
468,LESIONES,PEATON,PEATON,,,,,Femenino,8,2144,
469,LESIONES,PEATON,PEATON,,,,,Masculino,23,2257,
470,LESIONES,CONDUCTOR,MOTO,ZANELLA,NO HAY DATOS,,,Masculino,999,1782,
471,LESIONES,PEATON,PEATON,,,,,Masculino,22,2615,
472,LESIONES,PEATON,PEATON,,,,,Femenino,83,3465,
473,LESIONES,CONDUCTOR,AUTO PARTICULAR,RENAULT,SANDERO,,,Masculino,31,2280,
474,LESIONES,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Masculino,28,1935,
475,LESIONES,PEATON,PEATON,,,,,Masculino,28,1450,
475,LESIONES,PEATON,PEATON,,,,,Masculino,28,1450,1
476,LESIONES,PEATON,PEATON,,,,,Femenino,86,4385,
477,LESIONES,CONDUCTOR,MOTO,CORVEN,TRIAC,,,Masculino,25,2427,
478,LESIONES,CICLISTA,MOTO,HONDA,CB 1,,,Masculino,33,3181,
479,LESIONES,PEATON,PEATON,,,,,Femenino,70,3517,
480,LESIONES,CONDUCTOR,AUTO PARTICULAR,TOYOTA,COROLLA,,,Masculino,18,1544,
480,LESIONES,PASAJERO/ACOMPA�ANTE,AUTO PARTICULAR,TOYOTA,COROLLA,,,Masculino,18,1544,
481,LESIONES,PASAJERO/ACOMPA�ANTE,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,56,3046,
482,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HONDA,CBX 150 CC,,,Masculino,18,3349,
482,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,HONDA,CBX 150 CC,,,Masculino,18,3349,1
483,LESIONES,PEATON,PEATON,,,,,Masculino,36,3355,
484,LESIONES,PEATON,PEATON,,,,,Femenino,73,4151,
485,LESIONES,PEATON,PEATON,,,,,Femenino,42,3016,
486,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Femenino,48,3264,
487,LESIONES,CONDUCTOR,MOTO,MOTOMEL,150,,,Masculino,60,5311,
488,LESIONES,CONDUCTOR,MOTO,ZANELLA,DUE,,,Femenino,38,2478,
489,LESIONES,PEATON,PEATON,,,,,Masculino,24,3036,
490,LESIONES,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,56,1447,
491,LESIONES,CONDUCTOR,CAMIONETA,VOLKSWAGEN,GOL,,,Femenino,30,2423,
492,LESIONES,PEATON,PEATON,,,,,Masculino,76,3481,
493,LESIONES,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,VOYAGE,,,Femenino,56,2649,
494,LESIONES,CONDUCTOR,MOTO,YAMAHA,YBR 125,,,Masculino,29,3570,
495,LESIONES,CONDUCTOR,MOTO,ZANELLA,RX 150,,,Femenino,34,2762,
496,LESIONES,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,SPIN,,,Masculino,46,5204,
497,LESIONES,CONDUCTOR,AUTO PARTICULAR,FORD,KA,,,Masculino,30,2186,
498,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,MOTOMEL,170 CC,,,Femenino,48,2778,
498,LESIONES,PASAJERO/ACOMPA�ANTE,MOTO,MOTOMEL,170 CC,,,Femenino,48,2778,1
498,LESIONES,CONDUCTOR,MOTO,MOTOMEL,170 CC,,,Masculino,43,2778,
